Região Política;Cidade e UF;Data Convênio;Data Denúncia
Sul;Nova Esperança - PR;09/08/2011;03/12/2018
Sul;Nova Fátima - PR;24/06/2009;
Sul;Nova Laranjeiras - PR;25/08/2010;
Sul;Nova Londrina - PR;09/02/2009;
Sul;Nova Olímpia - PR;11/04/2014;04/12/2020
Sul;Nova Olímpia - PR;03/05/2022;
Sul;Nova Prata do Iguaçu - PR;28/05/2019;
Sul;Nova Ramada - RS;16/03/2023;
Sul;Nova Santa Rosa - PR;09/02/2009;
Sul;Nova Tebas - PR;09/02/2009;
Sul;Nova Trento - SC;14/04/2009;23/12/2020
Sul;Novo Barreiro - RS;11/11/2009;03/12/2018
Sul;Novo Horizonte - SC;05/03/2009;03/12/2018
Sul;Ortigueira - PR;09/02/2009;
Sul;Otacílio Costa - SC;04/12/2008;03/08/2023
Sul;Ourizona - PR;09/09/2021;
Sul;Ouro Verde - SC;09/02/2009;04/12/2020
Sul;Ouro Verde do Oeste - PR;09/02/2009;03/12/2018
Sul;Ouro Verde do Oeste - PR;02/08/2019;
Sul;Paiçandu - PR;09/02/2009;
Sul;Palhoça - SC;05/03/2009;03/12/2018
Sul;Palma Sola - SC;09/02/2009;03/12/2018
Sul;Palmares do Sul - RS;09/02/2009;
Sul;Palmas - PR;09/02/2009;
Sul;Palmeira - PR;14/05/2013;
Sul;Palmeira das Missões - RS;04/09/2009;
Sul;Palmital - PR;25/01/2010;
Sul;Palotina - PR;09/02/2009;03/12/2018
Sul;Palotina - PR;16/09/2022;
Sul;Panambi - RS;09/02/2009;
Sul;Pantano Grande - RS;19/06/2013;21/03/2019
Sul;Pantano Grande - RS;25/04/2023;
Sul;Paraíso do Norte - PR;09/02/2009;03/12/2018
Sul;Paraíso do Norte - PR;26/06/2020;
Sul;Paraíso do Sul - RS;09/02/2009;
Sul;Paranacity - PR;07/01/2009;21/03/2019
Sul;Paranacity - PR;16/06/2021;
Sul;Paranaguá - PR;09/02/2009;03/12/2018
Sul;Paranapoema - PR;03/08/2012;
Sul;Paranavaí - PR;09/02/2009;
Sul;Parobé - RS;07/05/2012;
Sul;Passa Sete - RS;19/05/2009;04/12/2020
Sul;Passo Fundo - RS;24/02/2010;
Sul;Passos Maia - SC;09/02/2009;04/12/2020
Sul;Peabiru - PR;09/02/2009;03/12/2018
Sul;Peabiru - PR;27/09/2019;
Sul;Pedras Altas - RS;14/04/2009;
Sul;Pedro Osório - RS;09/02/2009;03/12/2018
Sul;Pedro Osório - RS;02/08/2019;
Sul;Pejuçara - RS;09/02/2009;
Sul;Pelotas - RS;09/02/2009;
Sul;Perobal - PR;09/02/2009;
Sul;Pérola - PR;09/02/2009;03/12/2018
Sul;Pérola - PR;28/01/2020;
Sul;Pérola d'Oeste - PR;09/02/2009;
Sul;Pinhais - PR;08/01/2014;03/12/2018
Sul;Pinhal - RS;14/05/2013;
Sul;Pinhal da Serra - RS;02/10/2020;
Sul;Pinhal Grande - RS;02/09/2015;13/07/2017
Sul;Pinhalão - PR;09/02/2009;21/03/2019
Sul;Pinhão - PR;11/07/2013;03/12/2018
Sul;Pinheiro Machado - RS;09/02/2009;
Sul;Piraí do Sul - PR;05/03/2009;03/12/2018
Sul;Piraí do Sul - PR;20/03/2020;
Sul;Piratini - RS;07/01/2009;
Sul;Pitanga - PR;09/02/2009;03/12/2018
Sul;Pitanga - PR;20/03/2020;
Sul;Planaltina do Paraná - PR;09/02/2009;
Sul;Planalto - PR;26/06/2020;11/08/2023
Sul;Planalto - RS;11/11/2009;03/12/2018
Sul;Ponta Grossa - PR;09/02/2009;
Sul;Pontão - RS;16/06/2010;
Sul;Ponte Alta - SC;12/09/2013;04/12/2020
Sul;Ponte Alta do Norte - SC;11/11/2013;
Sul;Ponte Serrada - SC;09/02/2009;
Sul;Porecatu - PR;09/08/2011;03/12/2018
Sul;Porto Barreiro - PR;08/10/2013;
Sul;Porto Lucena - RS;05/03/2009;
Sul;Porto Rico - PR;19/03/2014;04/12/2020
Sul;Porto Rico - PR;30/08/2021;
Sul;Porto União - SC;06/10/2015;
Sul;Porto Vera Cruz - RS;22/04/2013;28/11/2023
Sul;Porto Xavier - RS;10/12/2009;
Sul;Pouso Redondo - SC;09/02/2009;03/12/2018
Sul;Prado Ferreira - PR;06/08/2013;03/12/2018
Sul;Prado Ferreira - PR;19/05/2020;
Sul;Praia Grande - SC;05/03/2009;03/12/2018
Sul;Primeiro de Maio - PR;05/03/2009;03/12/2018
Sul;Primeiro de Maio - PR;19/05/2020;25/05/2023
Sul;Quaraí - RS;09/02/2009;04/10/2023
Sul;Quarto Centenário - PR;09/02/2009;03/12/2018
Sul;Quarto Centenário - PR;02/08/2019;
Sul;Quatiguá - PR;06/08/2013;
Sul;Quatro Irmãos - RS;14/04/2009;23/12/2020
Sul;Quedas do Iguaçu - PR;14/04/2009;03/12/2018
Sul;Quedas do Iguaçu - PR;02/08/2019;
Sul;Querência do Norte - PR;09/02/2009;
Sul;Quevedos - RS;04/12/2008;04/12/2020
Sul;Quinta do Sol - PR;09/02/2009;
Sul;Quinze de Novembro - RS;28/05/2019;
Sul;Quitandinha - PR;09/02/2009;
Sul;Rancho Alegre - PR;09/02/2009;03/12/2018
Sul;Rancho Alegre - PR;01/12/2023;
Sul;Rancho Alegre d'Oeste - PR;09/02/2009;03/12/2018
Sul;Rancho Alegre d'Oeste - PR;23/12/2021;
Sul;Rancho Queimado - SC;10/12/2020;
Sul;Redentora - RS;11/11/2011;
Sul;Reserva - PR;09/02/2009;03/12/2018
Sul;Reserva - PR;26/06/2020;
Sul;Reserva do Iguaçu - PR;09/02/2009;21/03/2019
Sul;Reserva do Iguaçu - PR;26/06/2020;
Sul;Restinga Seca - RS;09/02/2009;
Sul;Ribeirão do Pinhal - PR;05/03/2009;
Sul;Rio Azul - PR;09/02/2009;03/12/2018
Sul;Rio Bom - PR;09/02/2009;03/12/2018
Sul;Rio Bonito do Iguaçu - PR;09/02/2009;03/12/2018
Sul;Rio Bonito do Iguaçu - PR;16/03/2023;
Sul;Rio do Sul - SC;09/02/2009;03/12/2018
Sul;Rio dos Índios - RS;25/01/2010;03/12/2018
Sul;Rio Grande - RS;07/01/2009;03/12/2018
Sul;Rio Negrinho - SC;09/02/2009;04/12/2020
Sul;Rio Negrinho - SC;30/11/2021;
Sul;Rio Negro - PR;11/07/2013;03/12/2018
Sul;Rio Negro - PR;26/05/2022;
Sul;Rio Pardo - RS;19/05/2009;14/04/2022
Sul;Rio Rufino - SC;06/08/2013;09/06/2022
Sul;Rodeio Bonito - RS;07/07/2011;03/12/2018
Sul;Rolândia - PR;30/11/2021;
Sul;Rolante - RS;09/02/2009;14/06/2017
Sul;Roncador - PR;09/02/2009;
Sul;Ronda Alta - RS;05/11/2014;
Sul;Rondinha - RS;21/11/2019;
Sul;Rondon - PR;09/02/2009;04/12/2020
Sul;Rondon - PR;02/02/2022;
Sul;Rosário do Sul - RS;09/02/2009;
Sul;Sabáudia - PR;22/04/2013;03/12/2018
Sul;Saldanha Marinho - RS;08/08/2014;
Sul;Salto do Jacuí - RS;09/02/2009;04/12/2020
Sul;Sananduva - RS;25/08/2010;03/12/2018
Sul;Sananduva - RS;29/12/2022;
Sul;Santa Bárbara do Sul - RS;09/02/2009;
Sul;Santa Cecília - SC;08/09/2010;
Sul;Santa Cruz de Monte Castelo - PR;09/02/2009;23/12/2020
Sul;Santa Cruz de Monte Castelo - PR;02/06/2021;
Sul;Santa Cruz do Sul - RS;20/07/2010;
Sul;Santa Fé - PR;19/05/2020;
Sul;Santa Inês - PR;16/10/2012;
Sul;Santa Isabel do Ivaí - PR;09/02/2009;
Sul;Santa Margarida do Sul - RS;09/02/2009;04/12/2020
Sul;Santa Maria - RS;25/08/2010;
Sul;Santa Maria do Oeste - PR;09/05/2011;21/03/2019
Sul;Santa Mariana - PR;11/07/2013;03/12/2018
Sul;Santa Mariana - PR;20/03/2020;
Sul;Santa Mônica - PR;11/03/2013;
Sul;Santa Rosa - RS;28/01/2020;
Sul;Santa Tereza do Oeste - PR;27/09/2019;
Sul;Santa Terezinha - SC;02/08/2019;
Sul;Santa Terezinha de Itaipu - PR;12/09/2013;
Sul;Santa Vitória do Palmar - RS;04/12/2008;
Sul;Santana da Boa Vista - RS;14/04/2009;04/12/2020
Sul;Santana da Boa Vista - RS;18/08/2021;
Sul;Santana do Itararé - PR;09/02/2009;
Sul;Santana do Livramento - RS;09/02/2009;
Sul;Santiago - RS;04/12/2008;
Sul;Santo Amaro da Imperatriz - SC;02/12/2015;03/12/2018
Sul;Santo Ângelo - RS;08/09/2010;
Sul;Santo Antônio da Patrulha - RS;07/01/2009;
Sul;Santo Antônio da Platina - PR;25/08/2010;03/12/2018
Sul;Santo Antônio das Missões - RS;09/02/2009;
Sul;Santo Antônio do Caiuá - PR;03/08/2012;
Sul;Santo Antônio do Paraíso - PR;09/02/2009;03/12/2018
Sul;Santo Antônio do Planalto - RS;14/10/2009;04/12/2020
Sul;Santo Antônio do Planalto - RS;09/08/2023;
Sul;Santo Augusto - RS;28/05/2019;
Sul;Santo Inácio - PR;11/07/2013;03/12/2018
Sul;Santo Inácio - PR;29/09/2021;
Sul;São Borja - RS;04/12/2008;
Sul;São Carlos - SC;19/05/2009;03/12/2018
Sul;São Carlos do Ivaí - PR;09/02/2009;03/12/2018
Sul;São Carlos do Ivaí - PR;22/09/2020;
Sul;São Cristovão do Sul - SC;08/10/2013;
Sul;São Domingos do Sul - RS;05/12/2014;
Sul;São Francisco de Assis - RS;09/02/2009;04/12/2020
Sul;São Francisco de Assis - RS;24/10/2023;
Sul;São Francisco de Paula - RS;05/03/2009;
Sul;São Gabriel - RS;05/03/2009;
Sul;São Jerônimo - RS;16/03/2012;03/12/2018
Sul;São Jerônimo da Serra - PR;04/11/2015;03/12/2018
Sul;São Jerônimo da Serra - PR;10/09/2020;
Sul;São João - PR;11/07/2013;
Sul;São João do Caiuá - PR;09/02/2009;
Sul;São João do Ivaí - PR;14/05/2013;03/12/2018
Sul;São João do Triunfo - PR;09/02/2009;
Sul;São Joaquim - SC;09/02/2009;
Sul;São Jorge do Ivaí - PR;19/06/2013;21/05/2021
Sul;São Jorge do Ivaí - PR;03/05/2022;
Sul;São Jorge do Patrocínio - PR;09/02/2009;03/12/2018
Sul;São Jorge do Patrocínio - PR;01/04/2022;
Sul;São Jorge d'Oeste - PR;26/05/2022;
Sul;São José - SC;05/12/2022;
Sul;São José da Boa Vista - PR;08/09/2010;21/03/2019
Sul;São José da Boa Vista - PR;26/06/2020;
Sul;São José das Palmeiras - PR;09/02/2009;03/12/2018
Sul;São José do Norte - RS;09/02/2009;
Sul;São José do Ouro - RS;08/04/2010;
Sul;São José dos Ausentes - RS;13/08/2009;04/12/2020
Sul;São José dos Ausentes - RS;05/11/2021;
Sul;São José dos Pinhais - PR;02/12/2015;03/12/2018
Sul;São José dos Pinhais - PR;26/06/2020;
Sul;São Lourenço do Sul - RS;10/12/2009;
Sul;São Luiz Gonzaga - RS;09/02/2009;23/12/2020
Sul;São Manoel do Paraná - PR;14/05/2014;
Sul;São Marcos - RS;25/01/2010;
Sul;São Martinho - RS;09/05/2011;03/12/2018
Sul;São Martinho - RS;29/01/2021;
Sul;São Martinho da Serra - RS;14/10/2010;04/10/2023
Sul;São Mateus do Sul - PR;07/07/2009;02/06/2020
Sul;São Miguel das Missões - RS;11/11/2009;
Sul;São Miguel do Iguaçu - PR;06/08/2013;23/12/2020
Sul;São Miguel do Iguaçu - PR;07/06/2023;
Sul;São Miguel do Oeste - SC;10/12/2020;16/09/2022
Sul;São Nicolau - RS;03/06/2015;
Sul;São Pedro das Missões - RS;10/09/2014;
Sul;São Pedro do Iguaçu - PR;04/08/2015;
Sul;São Pedro do Ivaí - PR;16/03/2023;
Sul;São Pedro do Paraná - PR;22/04/2013;04/12/2020
Sul;São Pedro do Paraná - PR;09/09/2021;
Sul;São Pedro do Sul - RS;11/11/2013;04/12/2020
Sul;São Pedro do Sul - RS;29/07/2021;
Sul;São Sebastião da Amoreira - PR;20/03/2020;
Sul;São Sebastião do Caí - RS;05/03/2009;
Sul;São Sepé - RS;09/02/2009;
Sul;São Tomé - PR;09/02/2009;
Sul;São Vicente do Sul - RS;27/02/2020;
Sul;Sapiranga - RS;09/02/2009;03/12/2018
Sul;Sapopema - PR;04/09/2009;03/12/2018
Sul;Seberi - RS;04/12/2008;03/12/2018
Sul;Seberi - RS;01/12/2023;
Sul;Segredo - RS;04/12/2008;
Sul;Selbach - RS;06/08/2013;
Sul;Senador Salgado Filho - RS;09/02/2009;23/12/2020
Sul;Sengés - PR;09/02/2009;
Sul;Sentinela do Sul - RS;09/02/2009;21/03/2019
Sul;Sertaneja - PR;09/02/2009;04/12/2020
Sul;Sertaneja - PR;16/06/2021;
Sul;Sertanópolis - PR;09/02/2009;03/12/2018
Sul;Sertanópolis - PR;27/09/2019;
Sul;Sertão - RS;09/02/2009;03/12/2018
Sul;Sertão - RS;01/07/2021;
Sul;Sertão Santana - RS;07/05/2012;
Sul;Sinimbu - RS;14/10/2010;
Sul;Siqueira Campos - PR;09/02/2009;03/12/2018
Sul;Siqueira Campos - PR;02/08/2019;22/11/2022
Sul;Soledade - RS;06/08/2013;04/10/2023
Sul;Tabaí - RS;09/02/2009;04/12/2020
Sul;Taió - SC;05/03/2009;03/12/2018
Sul;Taió - SC;02/08/2019;05/09/2023
Sul;Tamarana - PR;11/07/2013;03/12/2018
Sul;Tamarana - PR;02/08/2019;
Sul;Tapejara - PR;11/03/2013;
Sul;Tapera - RS;19/05/2009;11/08/2023
Sul;Tapera - RS;24/10/2023;
Sul;Tapes - RS;07/01/2009;
Sul;Tapira - PR;06/08/2013;
Sul;Taquara - RS;09/02/2009;20/12/2013
Sul;Taquara - RS;22/07/2022;
Sul;Taquari - RS;09/02/2009;
Sul;Tavares - RS;08/09/2010;
Sul;Teixeira Soares - PR;09/02/2009;03/12/2018
Sul;Teixeira Soares - PR;19/05/2020;
Sul;Telêmaco Borba - PR;09/02/2009;
Sul;Tenente Portela - RS;09/08/2023;
Sul;Terra Boa - PR;11/07/2013;
Sul;Terra Rica - PR;09/02/2009;
Sul;Terra Roxa - PR;09/08/2011;
Sul;Tibagi - PR;09/02/2009;
Sul;Tijucas do Sul - PR;04/08/2015;
Sul;Timbó Grande - SC;08/01/2014;03/12/2018
Sul;Tiradentes do Sul - RS;09/02/2009;03/12/2018
Sul;Toledo - PR;05/03/2009;
Sul;Tomazina - PR;16/06/2010;21/03/2019
Sul;Tomazina - PR;24/10/2019;
Sul;Tramandaí - RS;04/12/2008;03/12/2018
Sul;Três Barras do Paraná - PR;02/08/2019;
Sul;Três Cachoeiras - RS;11/07/2013;04/12/2020
Sul;Três de Maio - RS;28/05/2019;04/12/2023
Sul;Três Palmeiras - RS;28/10/2014;03/12/2018
Sul;Três Palmeiras - RS;21/11/2019;
Sul;Três Passos - RS;10/10/2011;03/12/2018
Sul;Trindade do Sul - RS;04/12/2008;
Sul;Triunfo - RS;09/02/2009;03/12/2018
Sul;Triunfo - RS;16/06/2021;
Sul;Tucunduva - RS;09/02/2009;03/12/2018
Sul;Tunas - RS;10/12/2009;03/12/2018
Sul;Tuneiras do Oeste - PR;20/12/2010;03/12/2018
Sul;Tuneiras do Oeste - PR;26/06/2020;
Sul;Tupanci do Sul - RS;21/11/2019;04/12/2023
Sul;Tupanciretã - RS;04/12/2008;
Sul;Tupãssi - PR;09/02/2009;03/12/2018
Sul;Tupãssi - PR;02/08/2019;
Sul;Turvo - PR;09/02/2009;
Sul;Turvo - SC;09/02/2009;03/12/2018
Sul;Ubiratã - PR;09/02/2009;04/02/2020
Sul;Umuarama - PR;09/02/2009;
Sul;União da Vitória - PR;08/08/2014;04/12/2020
Sul;Uniflor - PR;25/04/2023;
Sul;Unistalda - RS;10/12/2020;
Sul;Uraí - PR;17/04/2012;03/12/2018
Sul;Urubici - SC;09/02/2009;29/11/2021
Sul;Uruguaiana - RS;04/12/2008;
Sul;Urupema - SC;09/02/2009;03/12/2018
Sul;Vacaria - RS;09/02/2009;
Sul;Vargeão - SC;09/02/2009;04/12/2020
Sul;Ventania - PR;11/07/2013;
Sul;Verê - PR;05/03/2009;03/12/2018
Sul;Viamão - RS;19/05/2009;
Sul;Victor Graeff - RS;25/08/2010;
Sul;Vidal Ramos - SC;09/02/2009;03/12/2018
Sul;Vila Lângaro - RS;30/08/2021;
Sul;Vila Nova do Sul - RS;14/10/2009;04/12/2020
Sul;Vila Nova do Sul - RS;20/09/2023;
Sul;Vista Alegre - RS;28/10/2014;04/10/2023
Sul;Vista Alegre do Prata - RS;09/02/2009;21/06/2017
Sul;Vista Gaúcha - RS;09/02/2009;04/12/2020
Sul;Vitorino - PR;09/02/2009;03/12/2018
Sul;Vitorino - PR;02/08/2019;
Sul;Wenceslau Braz - PR;22/04/2013;
Sul;Westfália - RS;09/02/2009;03/12/2018
Sul;Xambrê - PR;02/08/2019;
Sul;Xanxerê - SC;07/01/2015;
